,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Surprise,Joking
0,"The Supreme Personality of Godhead said: I shall now describe the supreme knowledge of knowledge. Knowing this, all the sages attained supreme perfection.  ॥",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Those who have attained to My equality of knowledge are not born in creation and are not disturbed by the creation of the universe.  ॥,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"O descendant of Bharata, I am the source of all living entities, the great Brahman, the great Brahman.  ॥",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"O son of Kunti, in all the wombs of the Supreme Personality of Godhead, I am the Supreme Personality of Godhead, who bestows the seeds of the Supreme Personality of Godhead. .",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"O mighty-armed one, the modes of material nature, namely modes of nature, modes of nature, modes of nature, are bound by nature, O mighty-armed one.  ॥",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,"O sinless one, the mode of goodness is bound by the association of happiness and knowledge because it is pure and illuminating the illumination.  ॥",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,"O son of Kunti, know that the modes of passion, passion and attachment to thirst are bound by attachment to the embodied soul.  ॥",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,"O descendant of Bharata, know that darkness is the source of ignorance, which is deluded by all embodied beings.  ॥",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"O descendant of Bharata, the modes of goodness in the mode of goodness are confused with the mode of goodness in the mode of goodness. .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,"O descendant of Bharata, the mode of passion, modesty, modesty, darkness, modesty and modes of nature are overcome by the modes of passion and darkness. .",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,"When knowledge is enlarged in all the gates of the body, it is known as the enlarged mode of goodness. .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,"O best of the Bharatas, when these things are enlarged, they are born of greed, activity, involvement, irreligion, and desire for modes of passion.  ॥",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,"O son of the Kurus, when these are enlarged, these things are born of the darkness of the darkness, which are not illuminated, incompetent, negligence and delusion.  ॥",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,"When the living entity is enlarged in the mode of goodness, the embodied soul attains the immaculate worlds of those who know the best of all knowledge.  ॥",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,When he goes to annihilation in the modes of nature he is born in the modes of material nature He is born in the wombs of fools when he is merged in darkness  ॥,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,"They say that the fruits of good deeds are pure and pure, and the fruits of passion and ignorance are the fruits of ignorance.  ॥",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,"From the mode of goodness, knowledge arises from the modes of passion, from ignorance, delusion, delusion and ignorance. .",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17,"The modes of material nature, which are in the mode of goodness, remain in the mode of goodness and remain in the mode of goodness.  ॥",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"When one sees no one else in the modes of material nature, one can understand Me as the Supreme Personality of Godhead. .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,"After transcending these three modes of material nature, the body is freed from the pain of birth, death, old age and pain.  ॥",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,"Arjuna said: O master, how can one be transformed by these three modes of nature?  ॥",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,"The Supreme Personality of Godhead said: O son of Pāṇḍu, the Supreme Personality of Godhead said: He does not hate the illusory energy, his instincts and delusions",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,He who is not moved by the modes of nature as if indifferent and indifferent and who is not disturbed by the modes of nature,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,The pleasures of pain are equally serious and steadfast in the same way as the symptoms of equality and condemnation are equally pleasing to him,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,He is equal to the equality of honor and dishonesty and is equal to both friends and enemies and renounces all beginnings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Anyone who serves Me with devotion by devotional service and devotional service attains to these transcendental modes of material nature. .,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,"I am the establishment of the Brahman, the immortal, the eternal, the eternal, the righteous, the happiness and the uniqueness.  ॥",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
